2025-06-27 13:37:24.390 | INFO     | orchestrator.logging_config:__init__:33 | 1:140652316081024 | LoggingManager initialized
2025-06-27 13:37:24.428 | DEBUG    | __main__:cleanup_system:150 | 1:140652316081024 | Cache manager disconnected
2025-06-27 13:37:24.429 | INFO     | __main__:cleanup_system:155 | 1:140652316081024 | Log statistics
2025-06-27 13:37:24.429 | INFO     | __main__:cleanup_system:160 | 1:140652316081024 | System cleanup completed
2025-06-27 13:41:06.031 | INFO     | orchestrator.logging_config:__init__:33 | 1:139800291171200 | LoggingManager initialized
2025-06-27 13:41:06.031 | INFO     | orchestrator.logging_config:setup_logging:363 | 1:139800291171200 | Logging system configured successfully
2025-06-27 13:41:06.031 | INFO     | __main__:initialize_system:63 | 1:139800291171200 | System initialization started
2025-06-27 13:41:06.038 | INFO     | orchestrator.cache_manager:__init__:37 | 1:139800291171200 | CacheManager initialized
2025-06-27 13:41:06.039 | DEBUG    | orchestrator.cache_manager:connect:76 | 1:139800291171200 | Attempting Redis connection
2025-06-27 13:41:06.063 | INFO     | orchestrator.cache_manager:connect:86 | 1:139800291171200 | Connected to Redis successfully
2025-06-27 13:41:06.064 | INFO     | __main__:initialize_system:76 | 1:139800291171200 | Cache manager initialized successfully
2025-06-27 13:41:06.064 | INFO     | orchestrator.core:__init__:122 | 1:139800291171200 | OrchestrationEngine initialized
2025-06-27 13:41:06.064 | INFO     | __main__:initialize_system:97 | 1:139800291171200 | System initialization completed successfully
2025-06-27 13:41:06.065 | INFO     | __main__:run_test_session:107 | 1:139800291171200 | Starting test session
2025-06-27 13:41:06.065 | INFO     | orchestrator.core:execute_session:134 | 1:139800291171200 | Starting exploration session
2025-06-27 13:41:06.065 | DEBUG    | orchestrator.core:_create_context:182 | 1:139800291171200 | Creating session context
2025-06-27 13:41:06.065 | DEBUG    | orchestrator.core:_create_context:196 | 1:139800291171200 | Session context created successfully
2025-06-27 13:41:06.066 | DEBUG    | orchestrator.core:execute_session:145 | 1:139800291171200 | Session context created
2025-06-27 13:41:06.066 | INFO     | orchestrator.core:execute_session:155 | 1:139800291171200 | Session initialized successfully
2025-06-27 13:41:06.066 | INFO     | __main__:run_test_session:122 | 1:139800291171200 | Test session completed successfully
2025-06-27 13:41:06.069 | INFO     | __main__:cleanup_system:142 | 1:139800291171200 | Starting system cleanup
2025-06-27 13:41:06.070 | INFO     | orchestrator.cache_manager:disconnect:106 | 1:139800291171200 | Disconnected from Redis
2025-06-27 13:41:06.070 | DEBUG    | __main__:cleanup_system:150 | 1:139800291171200 | Cache manager disconnected
2025-06-27 13:41:06.071 | INFO     | __main__:cleanup_system:155 | 1:139800291171200 | Log statistics
2025-06-27 13:41:06.071 | INFO     | __main__:cleanup_system:160 | 1:139800291171200 | System cleanup completed
2025-06-27 13:41:48.876 | INFO     | orchestrator.logging_config:__init__:33 | 1:140078125038464 | LoggingManager initialized
2025-06-27 13:41:48.876 | INFO     | orchestrator.logging_config:setup_logging:363 | 1:140078125038464 | Logging system configured successfully
2025-06-27 13:41:48.877 | INFO     | __main__:initialize_system:63 | 1:140078125038464 | System initialization started
2025-06-27 13:41:48.884 | INFO     | orchestrator.cache_manager:__init__:37 | 1:140078125038464 | CacheManager initialized
2025-06-27 13:41:48.884 | DEBUG    | orchestrator.cache_manager:connect:76 | 1:140078125038464 | Attempting Redis connection
2025-06-27 13:41:48.906 | INFO     | orchestrator.cache_manager:connect:86 | 1:140078125038464 | Connected to Redis successfully
2025-06-27 13:41:48.906 | INFO     | __main__:initialize_system:76 | 1:140078125038464 | Cache manager initialized successfully
2025-06-27 13:41:48.907 | INFO     | orchestrator.core:__init__:122 | 1:140078125038464 | OrchestrationEngine initialized
2025-06-27 13:41:48.907 | INFO     | __main__:initialize_system:97 | 1:140078125038464 | System initialization completed successfully
2025-06-27 13:41:48.908 | INFO     | __main__:run_test_session:107 | 1:140078125038464 | Starting test session
2025-06-27 13:41:48.908 | INFO     | orchestrator.core:execute_session:134 | 1:140078125038464 | Starting exploration session
2025-06-27 13:41:48.908 | DEBUG    | orchestrator.core:_create_context:182 | 1:140078125038464 | Creating session context
2025-06-27 13:41:48.908 | DEBUG    | orchestrator.core:_create_context:196 | 1:140078125038464 | Session context created successfully
2025-06-27 13:41:48.909 | DEBUG    | orchestrator.core:execute_session:145 | 1:140078125038464 | Session context created
2025-06-27 13:41:48.909 | INFO     | orchestrator.core:execute_session:155 | 1:140078125038464 | Session initialized successfully
2025-06-27 13:41:48.910 | INFO     | __main__:run_test_session:122 | 1:140078125038464 | Test session completed successfully
2025-06-27 13:41:48.913 | INFO     | __main__:cleanup_system:142 | 1:140078125038464 | Starting system cleanup
2025-06-27 13:41:48.914 | INFO     | orchestrator.cache_manager:disconnect:106 | 1:140078125038464 | Disconnected from Redis
2025-06-27 13:41:48.914 | DEBUG    | __main__:cleanup_system:150 | 1:140078125038464 | Cache manager disconnected
2025-06-27 13:41:48.915 | INFO     | __main__:cleanup_system:155 | 1:140078125038464 | Log statistics
2025-06-27 13:41:48.915 | INFO     | __main__:cleanup_system:160 | 1:140078125038464 | System cleanup completed
2025-06-27 13:49:18.624 | INFO     | orchestrator.logging_config:__init__:33 | 12:139674649934720 | LoggingManager initialized
2025-06-27 13:49:18.624 | INFO     | orchestrator.logging_config:setup_logging:363 | 12:139674649934720 | Logging system configured successfully
2025-06-27 13:49:18.625 | INFO     | __main__:test_logging:36 | 12:139674649934720 | Test du système de logging depuis script
2025-06-27 13:49:18.633 | INFO     | __main__:test_logging:43 | 12:139674649934720 | Test de log spécifique à un agent
2025-06-27 13:49:18.643 | INFO     | orchestrator.cache_manager:__init__:37 | 12:139674649934720 | CacheManager initialized
2025-06-27 13:49:18.643 | DEBUG    | orchestrator.cache_manager:connect:76 | 12:139674649934720 | Attempting Redis connection
2025-06-27 13:49:18.674 | INFO     | orchestrator.cache_manager:connect:86 | 12:139674649934720 | Connected to Redis successfully
2025-06-27 13:49:46.495 | INFO     | orchestrator.logging_config:__init__:33 | 21:140118038469504 | LoggingManager initialized
2025-06-27 13:49:46.495 | INFO     | orchestrator.logging_config:setup_logging:363 | 21:140118038469504 | Logging system configured successfully
2025-06-27 13:49:46.496 | INFO     | __main__:test_logging:36 | 21:140118038469504 | Test du système de logging depuis script
2025-06-27 13:49:46.504 | INFO     | __main__:test_logging:43 | 21:140118038469504 | Test de log spécifique à un agent
2025-06-27 13:49:46.514 | INFO     | orchestrator.cache_manager:__init__:37 | 21:140118038469504 | CacheManager initialized
2025-06-27 13:49:46.514 | DEBUG    | orchestrator.cache_manager:connect:76 | 21:140118038469504 | Attempting Redis connection
2025-06-27 13:49:46.535 | INFO     | orchestrator.cache_manager:connect:86 | 21:140118038469504 | Connected to Redis successfully
2025-06-27 13:49:46.537 | DEBUG    | orchestrator.cache_manager:set:255 | 21:140118038469504 | Cache set for key: script_test_key (TTL: 300s)
2025-06-27 13:49:46.537 | DEBUG    | orchestrator.cache_manager:get:180 | 21:140118038469504 | Cache get operation started
2025-06-27 13:49:46.539 | DEBUG    | orchestrator.cache_manager:get:207 | 21:140118038469504 | Cache hit
2025-06-27 13:49:46.548 | INFO     | agents.base:__init__:62 | 21:140118038469504 | Agent initialized
2025-06-27 13:49:46.549 | DEBUG    | agents.agent_normalization:execute:35 | 21:140118038469504 | Starting normalization execution
2025-06-27 13:49:46.550 | INFO     | agents.base:pre_execute:82 | 21:140118038469504 | Starting agent execution
2025-06-27 13:49:46.551 | DEBUG    | agents.agent_normalization:execute:45 | 21:140118038469504 | Checking cache for normalization result
2025-06-27 13:49:46.552 | DEBUG    | orchestrator.cache_manager:get:180 | 21:140118038469504 | Cache get operation started
2025-06-27 13:49:46.553 | DEBUG    | orchestrator.cache_manager:get:192 | 21:140118038469504 | Cache miss
2025-06-27 13:49:46.553 | DEBUG    | agents.agent_normalization:execute:60 | 21:140118038469504 | Validating input data
2025-06-27 13:49:46.554 | DEBUG    | agents.agent_normalization:execute:70 | 21:140118038469504 | Starting name normalization (fake mode)
2025-06-27 13:49:46.555 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 21:140118038469504 | Starting fake name normalization
2025-06-27 13:49:46.556 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 21:140118038469504 | Basic cleaning completed
2025-06-27 13:49:46.557 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 21:140118038469504 | Legal forms removed
2025-06-27 13:49:46.558 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 21:140118038469504 | Name normalization completed
2025-06-27 13:49:46.559 | DEBUG    | agents.agent_normalization:execute:78 | 21:140118038469504 | Name normalization completed
2025-06-27 13:49:46.560 | DEBUG    | agents.agent_normalization:execute:87 | 21:140118038469504 | Starting enterprise matching (fake mode)
2025-06-27 13:49:46.561 | DEBUG    | agents.agent_normalization:execute:95 | 21:140118038469504 | Enterprise matching completed
2025-06-27 13:49:46.562 | DEBUG    | agents.agent_normalization:execute:104 | 21:140118038469504 | Starting named entity extraction (fake mode)
2025-06-27 13:49:46.563 | DEBUG    | agents.agent_normalization:execute:112 | 21:140118038469504 | Named entity extraction completed
2025-06-27 13:49:46.564 | DEBUG    | agents.agent_normalization:execute:132 | 21:140118038469504 | Validating consolidated data
2025-06-27 13:49:46.565 | WARNING  | agents.agent_normalization:execute:141 | 21:140118038469504 | Data validation errors found
2025-06-27 13:49:46.566 | INFO     | agents.agent_normalization:execute:149 | 21:140118038469504 | Normalization execution successful
2025-06-27 13:49:46.567 | DEBUG    | agents.agent_normalization:execute:177 | 21:140118038469504 | Caching normalization result
2025-06-27 13:49:46.569 | DEBUG    | orchestrator.cache_manager:set:255 | 21:140118038469504 | Cache set for key: agent:normalization:Test Company SARL:5568349665894782007 (TTL: 3600s)
2025-06-27 13:49:46.569 | INFO     | agents.base:post_execute:101 | 21:140118038469504 | Agent execution completed
2025-06-27 13:49:46.570 | WARNING  | agents.base:post_execute:114 | 21:140118038469504 | Agent execution had errors
2025-06-27 13:49:46.578 | INFO     | agents.base:__init__:62 | 21:140118038469504 | Agent initialized
2025-06-27 13:49:46.579 | DEBUG    | agents.agent_identification:execute:32 | 21:140118038469504 | Starting identification execution
2025-06-27 13:49:46.580 | INFO     | agents.base:pre_execute:82 | 21:140118038469504 | Starting agent execution
2025-06-27 13:49:46.582 | DEBUG    | agents.agent_identification:execute:42 | 21:140118038469504 | Retrieving normalization data
2025-06-27 13:49:46.583 | DEBUG    | agents.agent_identification:execute:55 | 21:140118038469504 | Checking for existing SIREN
2025-06-27 13:49:46.584 | DEBUG    | agents.agent_identification:execute:67 | 21:140118038469504 | Using SIREN from normalization
2025-06-27 13:49:46.586 | DEBUG    | agents.agent_identification:execute:95 | 21:140118038469504 | Starting website URL search (fake mode)
2025-06-27 13:49:46.586 | DEBUG    | agents.agent_identification:execute:104 | 21:140118038469504 | Website URL search completed
2025-06-27 13:49:46.588 | INFO     | agents.agent_identification:execute:126 | 21:140118038469504 | Identification execution successful
2025-06-27 13:49:46.589 | INFO     | agents.base:post_execute:101 | 21:140118038469504 | Agent execution completed
2025-06-27 13:49:46.597 | INFO     | agents.base:__init__:62 | 21:140118038469504 | Agent initialized
2025-06-27 13:49:46.598 | DEBUG    | agents.agent_validation:execute:30 | 21:140118038469504 | Starting validation execution
2025-06-27 13:49:46.600 | INFO     | agents.base:pre_execute:82 | 21:140118038469504 | Starting agent execution
2025-06-27 13:49:46.601 | DEBUG    | agents.agent_validation:execute:40 | 21:140118038469504 | Validating input data
2025-06-27 13:49:46.602 | DEBUG    | agents.agent_validation:execute:50 | 21:140118038469504 | Starting conflict detection (fake mode)
2025-06-27 13:49:46.603 | DEBUG    | agents.agent_validation:execute:58 | 21:140118038469504 | Conflict detection completed
2025-06-27 13:49:46.604 | DEBUG    | agents.agent_validation:execute:66 | 21:140118038469504 | Starting conflict resolution (fake mode)
2025-06-27 13:49:46.605 | DEBUG    | agents.agent_validation:execute:74 | 21:140118038469504 | Conflict resolution completed
2025-06-27 13:49:46.606 | DEBUG    | agents.agent_validation:execute:82 | 21:140118038469504 | Calculating consistency score
2025-06-27 13:49:46.606 | DEBUG    | agents.agent_validation:execute:94 | 21:140118038469504 | Consistency score calculated
2025-06-27 13:49:46.607 | DEBUG    | agents.agent_validation:execute:101 | 21:140118038469504 | Identifying linked entities (fake mode)
2025-06-27 13:49:46.609 | DEBUG    | agents.agent_validation:execute:108 | 21:140118038469504 | Linked entities identification completed
2025-06-27 13:49:46.609 | DEBUG    | agents.agent_validation:execute:118 | 21:140118038469504 | Data quality score calculated
2025-06-27 13:49:46.610 | INFO     | agents.agent_validation:execute:137 | 21:140118038469504 | Validation execution successful
2025-06-27 13:49:46.611 | INFO     | agents.base:post_execute:101 | 21:140118038469504 | Agent execution completed
2025-06-27 13:49:46.614 | INFO     | orchestrator.core:__init__:122 | 21:140118038469504 | OrchestrationEngine initialized
2025-06-27 13:49:46.614 | INFO     | orchestrator.core:execute_session:134 | 21:140118038469504 | Starting exploration session
2025-06-27 13:49:46.615 | DEBUG    | orchestrator.core:_create_context:182 | 21:140118038469504 | Creating session context
2025-06-27 13:49:46.615 | DEBUG    | orchestrator.core:_create_context:196 | 21:140118038469504 | Session context created successfully
2025-06-27 13:49:46.615 | DEBUG    | orchestrator.core:execute_session:145 | 21:140118038469504 | Session context created
2025-06-27 13:49:46.616 | INFO     | orchestrator.core:execute_session:155 | 21:140118038469504 | Session initialized successfully
2025-06-27 13:49:46.619 | INFO     | orchestrator.cache_manager:disconnect:106 | 21:140118038469504 | Disconnected from Redis
2025-06-27 14:23:52.203 | INFO     | orchestrator.logging_config:__init__:33 | 230:139672804264832 | LoggingManager initialized
2025-06-27 14:23:52.204 | INFO     | orchestrator.cache_manager:__init__:37 | 230:139672804264832 | CacheManager initialized
2025-06-27 14:23:52.204 | DEBUG    | orchestrator.cache_manager:connect:76 | 230:139672804264832 | Attempting Redis connection
2025-06-27 14:23:52.207 | INFO     | orchestrator.cache_manager:connect:86 | 230:139672804264832 | Connected to Redis successfully
2025-06-27 14:23:52.259 | INFO     | orchestrator.logging_config:__init__:33 | 230:139672804264832 | LoggingManager initialized
2025-06-27 14:23:52.269 | INFO     | orchestrator.cache_manager:__init__:37 | 230:139672804264832 | CacheManager initialized
2025-06-27 14:23:52.269 | DEBUG    | orchestrator.cache_manager:connect:76 | 230:139672804264832 | Attempting Redis connection
2025-06-27 14:23:52.272 | INFO     | orchestrator.cache_manager:connect:86 | 230:139672804264832 | Connected to Redis successfully
2025-06-27 14:23:52.300 | INFO     | orchestrator.logging_config:__init__:33 | 230:139672804264832 | LoggingManager initialized
2025-06-27 14:43:52.748 | INFO     | orchestrator.logging_config:__init__:33 | 1:139997782743936 | LoggingManager initialized
2025-06-27 14:43:52.749 | INFO     | orchestrator.logging_config:setup_logging:372 | 1:139997782743936 | Logging system configured successfully
2025-06-27 14:43:52.749 | INFO     | __main__:initialize_system:63 | 1:139997782743936 | System initialization started
2025-06-27 14:43:52.756 | INFO     | orchestrator.cache_manager:__init__:37 | 1:139997782743936 | CacheManager initialized
2025-06-27 14:43:52.756 | DEBUG    | orchestrator.cache_manager:connect:76 | 1:139997782743936 | Attempting Redis connection
2025-06-27 14:43:52.780 | INFO     | orchestrator.cache_manager:connect:86 | 1:139997782743936 | Connected to Redis successfully
2025-06-27 14:43:52.781 | INFO     | __main__:initialize_system:76 | 1:139997782743936 | Cache manager initialized successfully
2025-06-27 14:43:52.781 | INFO     | orchestrator.core:__init__:122 | 1:139997782743936 | OrchestrationEngine initialized
2025-06-27 14:43:52.781 | INFO     | __main__:initialize_system:97 | 1:139997782743936 | System initialization completed successfully
2025-06-27 14:43:52.782 | INFO     | __main__:run_test_session:107 | 1:139997782743936 | Starting test session
2025-06-27 14:43:52.782 | INFO     | orchestrator.core:execute_session:134 | 1:139997782743936 | Starting exploration session
2025-06-27 14:43:52.783 | DEBUG    | orchestrator.core:_create_context:182 | 1:139997782743936 | Creating session context
2025-06-27 14:43:52.784 | DEBUG    | orchestrator.core:_create_context:196 | 1:139997782743936 | Session context created successfully
2025-06-27 14:43:52.784 | DEBUG    | orchestrator.core:execute_session:145 | 1:139997782743936 | Session context created
2025-06-27 14:43:52.784 | INFO     | orchestrator.core:execute_session:155 | 1:139997782743936 | Session initialized successfully
2025-06-27 14:43:52.785 | INFO     | __main__:run_test_session:122 | 1:139997782743936 | Test session completed successfully
2025-06-27 14:43:52.788 | INFO     | __main__:cleanup_system:142 | 1:139997782743936 | Starting system cleanup
2025-06-27 14:43:52.789 | INFO     | orchestrator.cache_manager:disconnect:106 | 1:139997782743936 | Disconnected from Redis
2025-06-27 14:43:52.790 | DEBUG    | __main__:cleanup_system:150 | 1:139997782743936 | Cache manager disconnected
2025-06-27 14:43:52.791 | INFO     | __main__:cleanup_system:155 | 1:139997782743936 | Log statistics
2025-06-27 14:43:52.791 | INFO     | __main__:cleanup_system:160 | 1:139997782743936 | System cleanup completed
2025-06-27 15:22:27.361 | INFO     | orchestrator.logging_config:__init__:33 | 467:140329730673536 | LoggingManager initialized
2025-06-27 15:22:27.361 | INFO     | orchestrator.cache_manager:__init__:37 | 467:140329730673536 | CacheManager initialized
2025-06-27 15:22:27.361 | DEBUG    | orchestrator.cache_manager:connect:76 | 467:140329730673536 | Attempting Redis connection
2025-06-27 15:22:27.384 | INFO     | orchestrator.cache_manager:connect:86 | 467:140329730673536 | Connected to Redis successfully
2025-06-27 15:22:27.394 | INFO     | agents.base:__init__:62 | 467:140329730673536 | Agent initialized
2025-06-27 15:22:27.395 | DEBUG    | agents.agent_normalization:execute:35 | 467:140329730673536 | Starting normalization execution
2025-06-27 15:22:27.395 | INFO     | agents.base:pre_execute:82 | 467:140329730673536 | Starting agent execution
2025-06-27 15:22:27.396 | DEBUG    | agents.agent_normalization:execute:45 | 467:140329730673536 | Checking cache for normalization result
2025-06-27 15:22:27.396 | DEBUG    | orchestrator.cache_manager:get:180 | 467:140329730673536 | Cache get operation started
2025-06-27 15:22:27.397 | DEBUG    | orchestrator.cache_manager:get:192 | 467:140329730673536 | Cache miss
2025-06-27 15:22:27.397 | DEBUG    | agents.agent_normalization:execute:60 | 467:140329730673536 | Validating input data
2025-06-27 15:22:27.397 | DEBUG    | agents.agent_normalization:execute:70 | 467:140329730673536 | Starting name normalization (fake mode)
2025-06-27 15:22:27.398 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 467:140329730673536 | Starting fake name normalization
2025-06-27 15:22:27.398 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 467:140329730673536 | Basic cleaning completed
2025-06-27 15:22:27.399 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 467:140329730673536 | Legal forms removed
2025-06-27 15:22:27.399 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 467:140329730673536 | Name normalization completed
2025-06-27 15:22:27.400 | DEBUG    | agents.agent_normalization:execute:78 | 467:140329730673536 | Name normalization completed
2025-06-27 15:22:27.400 | DEBUG    | agents.agent_normalization:execute:87 | 467:140329730673536 | Starting enterprise matching (fake mode)
2025-06-27 15:22:27.401 | DEBUG    | agents.agent_normalization:execute:95 | 467:140329730673536 | Enterprise matching completed
2025-06-27 15:22:27.401 | DEBUG    | agents.agent_normalization:execute:104 | 467:140329730673536 | Starting named entity extraction (fake mode)
2025-06-27 15:22:27.402 | DEBUG    | agents.agent_normalization:execute:112 | 467:140329730673536 | Named entity extraction completed
2025-06-27 15:22:27.402 | DEBUG    | agents.agent_normalization:execute:132 | 467:140329730673536 | Validating consolidated data
2025-06-27 15:22:27.403 | WARNING  | agents.agent_normalization:execute:141 | 467:140329730673536 | Data validation errors found
2025-06-27 15:22:27.404 | INFO     | agents.agent_normalization:execute:149 | 467:140329730673536 | Normalization execution successful
2025-06-27 15:22:27.404 | DEBUG    | agents.agent_normalization:execute:177 | 467:140329730673536 | Caching normalization result
2025-06-27 15:22:27.407 | DEBUG    | orchestrator.cache_manager:set:255 | 467:140329730673536 | Cache set for key: agent:normalization:Société Test SARL:1456484896930333326 (TTL: 3600s)
2025-06-27 15:22:27.407 | INFO     | agents.base:post_execute:101 | 467:140329730673536 | Agent execution completed
2025-06-27 15:22:27.407 | WARNING  | agents.base:post_execute:114 | 467:140329730673536 | Agent execution had errors
2025-06-27 15:22:27.408 | DEBUG    | orchestrator.cache_manager:get:180 | 467:140329730673536 | Cache get operation started
2025-06-27 15:22:27.409 | DEBUG    | orchestrator.cache_manager:get:207 | 467:140329730673536 | Cache hit
2025-06-27 15:22:27.409 | INFO     | orchestrator.cache_manager:disconnect:106 | 467:140329730673536 | Disconnected from Redis
2025-06-27 15:22:27.416 | INFO     | orchestrator.cache_manager:__init__:37 | 467:140329730673536 | CacheManager initialized
2025-06-27 15:22:27.416 | DEBUG    | orchestrator.cache_manager:connect:76 | 467:140329730673536 | Attempting Redis connection
2025-06-27 15:22:27.419 | INFO     | orchestrator.cache_manager:connect:86 | 467:140329730673536 | Connected to Redis successfully
2025-06-27 15:22:27.427 | INFO     | agents.base:__init__:62 | 467:140329730673536 | Agent initialized
2025-06-27 15:22:27.428 | DEBUG    | agents.agent_identification:execute:32 | 467:140329730673536 | Starting identification execution
2025-06-27 15:22:27.428 | INFO     | agents.base:pre_execute:82 | 467:140329730673536 | Starting agent execution
2025-06-27 15:22:27.429 | DEBUG    | agents.agent_identification:execute:42 | 467:140329730673536 | Retrieving normalization data
2025-06-27 15:22:27.429 | DEBUG    | agents.agent_identification:execute:55 | 467:140329730673536 | Checking for existing SIREN
2025-06-27 15:22:27.429 | DEBUG    | agents.agent_identification:execute:67 | 467:140329730673536 | Using SIREN from normalization
2025-06-27 15:22:27.430 | DEBUG    | agents.agent_identification:execute:95 | 467:140329730673536 | Starting website URL search (fake mode)
2025-06-27 15:22:27.430 | DEBUG    | agents.agent_identification:execute:104 | 467:140329730673536 | Website URL search completed
2025-06-27 15:22:27.430 | ERROR    | agents.agent_identification:execute:158 | 467:140329730673536 | Identification execution failed
2025-06-27 15:23:24.408 | INFO     | orchestrator.logging_config:__init__:33 | 482:140150645263232 | LoggingManager initialized
2025-06-27 15:23:24.409 | INFO     | orchestrator.cache_manager:__init__:37 | 482:140150645263232 | CacheManager initialized
2025-06-27 15:23:24.409 | DEBUG    | orchestrator.cache_manager:connect:76 | 482:140150645263232 | Attempting Redis connection
2025-06-27 15:23:24.431 | INFO     | orchestrator.cache_manager:connect:86 | 482:140150645263232 | Connected to Redis successfully
2025-06-27 15:23:24.442 | INFO     | agents.base:__init__:62 | 482:140150645263232 | Agent initialized
2025-06-27 15:23:24.443 | DEBUG    | agents.agent_normalization:execute:35 | 482:140150645263232 | Starting normalization execution
2025-06-27 15:23:24.443 | INFO     | agents.base:pre_execute:82 | 482:140150645263232 | Starting agent execution
2025-06-27 15:23:24.444 | DEBUG    | agents.agent_normalization:execute:45 | 482:140150645263232 | Checking cache for normalization result
2025-06-27 15:23:24.444 | DEBUG    | orchestrator.cache_manager:get:180 | 482:140150645263232 | Cache get operation started
2025-06-27 15:23:24.445 | DEBUG    | orchestrator.cache_manager:get:192 | 482:140150645263232 | Cache miss
2025-06-27 15:23:24.445 | DEBUG    | agents.agent_normalization:execute:60 | 482:140150645263232 | Validating input data
2025-06-27 15:23:24.446 | DEBUG    | agents.agent_normalization:execute:70 | 482:140150645263232 | Starting name normalization (fake mode)
2025-06-27 15:23:24.446 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 482:140150645263232 | Starting fake name normalization
2025-06-27 15:23:24.446 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 482:140150645263232 | Basic cleaning completed
2025-06-27 15:23:24.447 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 482:140150645263232 | Legal forms removed
2025-06-27 15:23:24.447 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 482:140150645263232 | Name normalization completed
2025-06-27 15:23:24.448 | DEBUG    | agents.agent_normalization:execute:78 | 482:140150645263232 | Name normalization completed
2025-06-27 15:23:24.448 | DEBUG    | agents.agent_normalization:execute:87 | 482:140150645263232 | Starting enterprise matching (fake mode)
2025-06-27 15:23:24.448 | DEBUG    | agents.agent_normalization:execute:95 | 482:140150645263232 | Enterprise matching completed
2025-06-27 15:23:24.448 | DEBUG    | agents.agent_normalization:execute:104 | 482:140150645263232 | Starting named entity extraction (fake mode)
2025-06-27 15:23:24.449 | DEBUG    | agents.agent_normalization:execute:112 | 482:140150645263232 | Named entity extraction completed
2025-06-27 15:23:24.449 | DEBUG    | agents.agent_normalization:execute:132 | 482:140150645263232 | Validating consolidated data
2025-06-27 15:23:24.449 | WARNING  | agents.agent_normalization:execute:141 | 482:140150645263232 | Data validation errors found
2025-06-27 15:23:24.450 | INFO     | agents.agent_normalization:execute:149 | 482:140150645263232 | Normalization execution successful
2025-06-27 15:23:24.450 | DEBUG    | agents.agent_normalization:execute:177 | 482:140150645263232 | Caching normalization result
2025-06-27 15:23:24.452 | DEBUG    | orchestrator.cache_manager:set:255 | 482:140150645263232 | Cache set for key: agent:normalization:Société Test SARL:2217351111038982458 (TTL: 3600s)
2025-06-27 15:23:24.453 | INFO     | agents.base:post_execute:101 | 482:140150645263232 | Agent execution completed
2025-06-27 15:23:24.453 | WARNING  | agents.base:post_execute:114 | 482:140150645263232 | Agent execution had errors
2025-06-27 15:23:24.454 | DEBUG    | orchestrator.cache_manager:get:180 | 482:140150645263232 | Cache get operation started
2025-06-27 15:23:24.455 | DEBUG    | orchestrator.cache_manager:get:207 | 482:140150645263232 | Cache hit
