2025-06-27 15:23:52.081 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:23:52.208 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:23:52.208 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:23:52.208 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:23:52.209 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.209 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:23:52.209 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.209 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:23:52.210 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:23:52.210 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:23:52.210 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:23:52.211 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:23:52.212 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:23:52.212 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:23:52.215 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:23:52.216 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:23:52.216 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:23:52.217 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:23:52.217 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:23:52.217 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:23:52.218 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:23:52.218 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:23:52.218 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:23:52.218 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:23:52.219 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.219 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:23:52.219 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.219 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:23:52.220 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:23:52.220 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:23:52.220 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:23:52.221 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:23:52.222 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:23:52.222 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:26:32.026 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:26:32.027 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:26:32.027 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:26:32.028 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:26:32.029 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:26:32.029 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:26:32.029 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:26:32.030 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:26:32.030 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:26:32.030 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:26:32.031 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:26:32.031 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.032 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:26:32.032 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.032 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:26:32.032 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:26:32.033 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:26:32.033 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:26:32.033 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:26:32.036 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:26:32.036 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:26:32.083 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:26:32.084 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:26:32.084 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:26:32.084 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:26:32.085 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:26:32.085 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:26:32.086 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:26:32.086 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:26:32.086 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:26:32.086 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:26:32.087 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:26:32.087 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.087 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:26:32.087 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.087 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:26:32.088 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:26:32.088 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:26:32.088 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:26:32.088 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:26:32.090 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:26:32.090 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:26:32.096 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:26:32.100 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:26:32.100 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:26:32.101 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:26:32.101 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:26:32.102 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:26:32.102 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:26:32.102 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:26:32.102 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:26:32.103 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:26:32.103 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.103 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:26:32.103 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.104 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:26:32.104 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:26:32.104 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:26:32.104 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:26:32.105 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:26:32.105 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:26:32.106 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:26:32.110 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:26:32.110 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:26:32.110 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:26:32.111 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:26:32.111 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:26:32.112 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:26:32.112 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:26:32.112 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:26:32.112 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:26:32.112 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:26:32.113 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.113 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:26:32.113 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.113 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:26:32.113 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:26:32.114 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:26:32.114 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:26:32.114 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:26:32.115 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:26:32.115 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:26:32.119 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:26:32.119 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:26:32.119 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:26:32.120 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:26:32.120 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:26:32.120 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:26:32.121 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:26:32.121 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:26:32.121 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:26:32.121 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:26:32.122 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.122 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:26:32.122 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.122 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:26:32.122 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:26:32.123 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:26:32.123 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:26:32.123 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:26:32.124 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:26:32.124 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:26:32.128 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:26:32.128 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:26:32.128 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:26:32.129 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:26:32.129 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:26:32.130 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:26:32.130 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:26:32.130 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:26:32.130 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:26:32.130 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:26:32.131 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.131 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:26:32.131 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.131 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:26:32.131 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:26:32.132 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:26:32.132 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:26:32.132 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:26:32.133 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:26:32.133 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:26:32.137 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:26:32.137 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:26:32.137 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:26:32.138 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:26:32.139 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:26:32.139 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:26:32.139 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:26:32.139 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:26:32.140 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:26:32.140 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:26:32.140 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.140 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:26:32.140 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.141 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:26:32.141 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:26:32.141 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:26:32.141 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:26:32.141 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:26:32.142 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:26:32.143 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:31:03.172 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:31:03.173 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:31:03.174 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:31:03.174 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:31:03.176 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:31:03.176 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:31:03.177 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:31:03.177 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:31:03.178 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:31:03.178 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:31:03.178 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:31:03.179 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:31:03.179 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:31:03.180 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:31:03.180 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:31:03.181 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:31:03.181 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:31:03.181 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:31:03.182 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:31:03.183 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:31:03.184 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:31:17.746 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:31:17.747 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:31:17.747 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:31:17.748 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:31:17.749 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:31:17.750 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:31:17.750 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:31:17.750 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:31:17.751 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:31:17.752 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:31:17.752 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:31:17.752 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:31:17.752 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:31:17.753 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:31:17.753 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:31:17.753 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:31:17.754 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:31:17.754 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:31:17.754 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:31:17.757 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:31:17.757 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:31:17.807 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:31:17.809 | DEBUG    | execute:35 | Starting normalization execution
2025-06-27 15:31:17.809 | INFO     | pre_execute:82 | Starting agent execution
2025-06-27 15:31:17.809 | DEBUG    | execute:45 | Checking cache for normalization result
2025-06-27 15:31:17.810 | DEBUG    | execute:60 | Validating input data
2025-06-27 15:31:17.811 | DEBUG    | execute:70 | Starting name normalization (fake mode)
2025-06-27 15:31:17.811 | DEBUG    | _normalize_name_fake:214 | Starting fake name normalization
2025-06-27 15:31:17.811 | DEBUG    | _normalize_name_fake:225 | Basic cleaning completed
2025-06-27 15:31:17.812 | DEBUG    | _normalize_name_fake:241 | Legal forms removed
2025-06-27 15:31:17.812 | DEBUG    | _normalize_name_fake:271 | Name normalization completed
2025-06-27 15:31:17.812 | DEBUG    | execute:78 | Name normalization completed
2025-06-27 15:31:17.813 | DEBUG    | execute:87 | Starting enterprise matching (fake mode)
2025-06-27 15:31:17.813 | DEBUG    | execute:95 | Enterprise matching completed
2025-06-27 15:31:17.813 | DEBUG    | execute:104 | Starting named entity extraction (fake mode)
2025-06-27 15:31:17.813 | DEBUG    | execute:112 | Named entity extraction completed
2025-06-27 15:31:17.814 | DEBUG    | execute:132 | Validating consolidated data
2025-06-27 15:31:17.814 | WARNING  | execute:141 | Data validation errors found
2025-06-27 15:31:17.815 | INFO     | execute:149 | Normalization execution successful
2025-06-27 15:31:17.815 | DEBUG    | execute:177 | Caching normalization result
2025-06-27 15:31:17.816 | INFO     | post_execute:101 | Agent execution completed
2025-06-27 15:31:17.816 | WARNING  | post_execute:114 | Agent execution had errors
2025-06-27 15:31:17.825 | INFO     | __init__:62 | Agent initialized
2025-06-27 15:31:17.829 | DEBUG    | execute:35 | Starting normalization execution
